1,6040,0,1838
2,6960,1,3700
3,4230,1,2673
4,5850,0,2205
5,6960,2,4649
6,8930,2,4730
7,3400,1,2382
8,11270,3,5992
9,3860,0,1424
10,3940,1,1986
11,8160,1,3624
12,6160,1,3489
13,6270,1,2325
14,7960,1,2758
15,3150,0,1882
16,14820,2,4902
17,2870,0,1921
18,5930,0,1653
19,6280,2,4882
20,6570,2,3952
21,6290,1,3627
22,7880,1,2718
23,5870,0,1806
24,6390,0,2068
25,14040,2,5965
26,6900,1,4055
27,20320,2,6014
28,6050,1,3276
29,5380,0,1860
30,8890,1,2909
31,2430,0,1420
32,7580,1,2905
33,3360,0,1664
34,7780,1,3101
35,3940,0,1870
36,3400,0,1313
37,3380,0,2060
38,8340,1,3570
39,540,0,510
40,6980,1,2888
41,5980,1,2980
42,3950,0,2034
43,3970,0,1649
44,7940,1,3660
45,6960,1,3173
46,3580,0,2116
47,6120,0,1920
48,5680,1,3104
49,5700,1,3559
50,5960,0,2069
51,6970,0,1584
52,2780,0,2127
53,5440,1,3562
54,5980,0,1813
55,3050,0,1216
56,7280,1,4030
57,6590,1,2592
58,4740,1,2238
59,3240,0,1673
60,3390,0,2249
61,4940,0,1174
62,7360,1,3741
63,1930,0,1354
64,3580,0,1664
65,7830,2,4928
66,8090,1,3046
67,3370,0,1887
68,4130,0,1892
69,5960,1,3125
70,5110,0,1501
71,7880,1,3184
72,4510,0,1794
73,4580,0,1680
74,5030,1,2568
75,3790,0,2196
76,6110,1,3122
77,1840,0,1194
78,3250,0,1519
79,9380,1,4080
80,3490,1,1749
81,10320,2,6271
82,3220,0,1323
83,8080,2,5142
84,3550,0,1555
85,3580,0,1785
86,11600,3,5974
87,2530,0,1543
88,4580,0,1860
89,13850,2,5533
90,8140,1,2682
91,5160,1,2537
92,5450,1,2479
93,4980,0,1710
94,2520,0,1103
95,2410,0,1072
96,3770,0,1655
97,5770,0,1615
98,3580,0,2211
99,11530,2,4734
100,9240,2,4971
,5966.7,,
